row_number,event_type,health_score,status,description,is_accurate
5195,WARNING,78.96,HEALTHY,Multi-factor degradation detected,false
5196,WARNING,79.80,HEALTHY,Multi-factor degradation detected,false
5197,WARNING,79.45,HEALTHY,Multi-factor degradation detected,false
5198,WARNING,78.66,HEALTHY,Multi-factor degradation detected,false
5199,WARNING,84.29,HEALTHY,Multi-factor degradation detected,false
5200,WARNING,86.22,HEALTHY,Multi-factor degradation detected,false
5201,WARNING,79.62,HEALTHY,Multi-factor degradation detected,false
5202,WARNING,84.08,HEALTHY,Multi-factor degradation detected,false
5203,WARNING,83.08,HEALTHY,Multi-factor degradation detected,false
5204,WARNING,82.96,HEALTHY,Multi-factor degradation detected,false
5205,WARNING,75.60,HEALTHY,Multi-factor degradation detected,false
5206,WARNING,83.86,HEALTHY,Multi-factor degradation detected,false
5207,WARNING,79.84,HEALTHY,Multi-factor degradation detected,false
5208,WARNING,82.59,HEALTHY,Multi-factor degradation detected,false
5209,WARNING,80.10,HEALTHY,Multi-factor degradation detected,false
5210,WARNING,81.71,HEALTHY,Multi-factor degradation detected,false
5211,WARNING,81.27,HEALTHY,Multi-factor degradation detected,false
5212,WARNING,78.64,HEALTHY,Multi-factor degradation detected,false
5213,WARNING,79.28,HEALTHY,Multi-factor degradation detected,false
5214,WARNING,80.22,HEALTHY,Multi-factor degradation detected,false
5215,WARNING,79.66,HEALTHY,Multi-factor degradation detected,false
5216,WARNING,79.31,HEALTHY,Multi-factor degradation detected,false
5217,WARNING,76.69,HEALTHY,Multi-factor degradation detected,false
5218,WARNING,76.56,HEALTHY,Multi-factor degradation detected,false
5219,WARNING,77.61,HEALTHY,Critical tool wear (203min),false
5220,FAILURE_CONFIRMED,70.97,HEALTHY,Critical tool wear (205min),true
5221,WARNING,75.36,HEALTHY,Critical tool wear (207min),false
5222,WARNING,74.78,HEALTHY,Critical tool wear (209min),false
5223,WARNING,93.59,HEALTHY,Multi-factor degradation detected,false
5224,WARNING,93.95,HEALTHY,Multi-factor degradation detected,false
5225,WARNING,93.84,HEALTHY,Multi-factor degradation detected,false
5226,WARNING,93.06,HEALTHY,Multi-factor degradation detected,false
5227,WARNING,93.89,HEALTHY,Multi-factor degradation detected,false
5228,WARNING,95.51,HEALTHY,Multi-factor degradation detected,false
5229,WARNING,87.84,HEALTHY,Multi-factor degradation detected,false
5230,WARNING,91.45,HEALTHY,Multi-factor degradation detected,false
5231,WARNING,84.64,HEALTHY,Rotational speed anomaly (2117rpm),false
5232,WARNING,95.56,HEALTHY,Multi-factor degradation detected,false
5233,WARNING,89.49,HEALTHY,Multi-factor degradation detected,false
5234,WARNING,94.45,HEALTHY,Multi-factor degradation detected,false
5235,WARNING,93.80,HEALTHY,Multi-factor degradation detected,false
5236,WARNING,95.69,HEALTHY,Multi-factor degradation detected,false
5237,WARNING,94.26,HEALTHY,Multi-factor degradation detected,false
5238,WARNING,95.60,HEALTHY,Multi-factor degradation detected,false
5239,WARNING,95.65,HEALTHY,Multi-factor degradation detected,false
5240,WARNING,91.99,HEALTHY,Multi-factor degradation detected,false
5241,WARNING,93.53,HEALTHY,Multi-factor degradation detected,false
5242,WARNING,93.54,HEALTHY,Multi-factor degradation detected,false
5243,WARNING,94.06,HEALTHY,Multi-factor degradation detected,false
5244,WARNING,92.77,HEALTHY,Multi-factor degradation detected,false
5245,WARNING,93.67,HEALTHY,Multi-factor degradation detected,false
5246,WARNING,95.00,HEALTHY,Multi-factor degradation detected,false
5247,WARNING,94.70,HEALTHY,Multi-factor degradation detected,false
5248,WARNING,94.26,HEALTHY,Multi-factor degradation detected,false
5249,WARNING,85.64,HEALTHY,Multi-factor degradation detected,false
5250,WARNING,93.56,HEALTHY,Multi-factor degradation detected,false
5251,WARNING,90.75,HEALTHY,Multi-factor degradation detected,false
5252,WARNING,90.28,HEALTHY,Multi-factor degradation detected,false
5253,WARNING,85.83,HEALTHY,Multi-factor degradation detected,false
5254,WARNING,91.72,HEALTHY,Multi-factor degradation detected,false
5255,WARNING,83.00,HEALTHY,Multi-factor degradation detected,false
5256,WARNING,88.91,HEALTHY,Multi-factor degradation detected,false
5257,WARNING,88.42,HEALTHY,Multi-factor degradation detected,false
5258,WARNING,90.15,HEALTHY,Multi-factor degradation detected,false
5259,WARNING,89.84,HEALTHY,Multi-factor degradation detected,false
5260,WARNING,89.31,HEALTHY,Multi-factor degradation detected,false
5261,WARNING,87.54,HEALTHY,Multi-factor degradation detected,false
5262,WARNING,88.53,HEALTHY,Multi-factor degradation detected,false
5263,WARNING,88.18,HEALTHY,Multi-factor degradation detected,false
5264,WARNING,79.49,HEALTHY,Multi-factor degradation detected,false
5265,WARNING,85.18,HEALTHY,Multi-factor degradation detected,false
5266,WARNING,78.74,HEALTHY,Multi-factor degradation detected,false
5267,WARNING,86.60,HEALTHY,Multi-factor degradation detected,false
5268,WARNING,85.99,HEALTHY,Multi-factor degradation detected,false
5269,WARNING,83.13,HEALTHY,Multi-factor degradation detected,false
5270,WARNING,85.11,HEALTHY,Multi-factor degradation detected,false
5271,WARNING,75.14,HEALTHY,Multi-factor degradation detected,false
5272,WARNING,84.32,HEALTHY,Multi-factor degradation detected,false
5273,WARNING,83.97,HEALTHY,Multi-factor degradation detected,false
5274,WARNING,83.41,HEALTHY,Multi-factor degradation detected,false
5275,WARNING,81.34,HEALTHY,Multi-factor degradation detected,false
5276,WARNING,82.66,HEALTHY,Multi-factor degradation detected,false
5277,WARNING,81.08,HEALTHY,Multi-factor degradation detected,false
5278,WARNING,82.14,HEALTHY,Multi-factor degradation detected,false
5279,WARNING,79.96,HEALTHY,Multi-factor degradation detected,false
5280,WARNING,81.17,HEALTHY,Multi-factor degradation detected,false
5281,WARNING,80.86,HEALTHY,Multi-factor degradation detected,false
5282,WARNING,80.43,HEALTHY,Multi-factor degradation detected,false
5283,WARNING,77.60,HEALTHY,Multi-factor degradation detected,false
5284,WARNING,78.90,HEALTHY,Multi-factor degradation detected,false
5285,WARNING,75.03,HEALTHY,Multi-factor degradation detected,false
5286,WARNING,86.81,HEALTHY,Multi-factor degradation detected,false
5287,WARNING,86.46,HEALTHY,Multi-factor degradation detected,false
5288,WARNING,84.59,HEALTHY,Multi-factor degradation detected,false
5289,WARNING,85.20,HEALTHY,Multi-factor degradation detected,false
5290,WARNING,83.43,HEALTHY,Multi-factor degradation detected,false
5291,WARNING,84.24,HEALTHY,Multi-factor degradation detected,false
5292,WARNING,81.80,HEALTHY,Multi-factor degradation detected,false
5293,WARNING,82.29,HEALTHY,Multi-factor degradation detected,false
5294,WARNING,81.21,HEALTHY,Multi-factor degradation detected,false
5295,WARNING,80.76,HEALTHY,Multi-factor degradation detected,false
5296,WARNING,80.62,HEALTHY,Multi-factor degradation detected,false
5297,WARNING,79.97,HEALTHY,Multi-factor degradation detected,false
5298,WARNING,79.39,HEALTHY,Multi-factor degradation detected,false
5299,WARNING,69.79,WARNING,Rotational speed anomaly (2130rpm),false
5300,WARNING,78.45,HEALTHY,Multi-factor degradation detected,false
5301,WARNING,75.93,HEALTHY,Multi-factor degradation detected,false
5302,WARNING,73.04,HEALTHY,Multi-factor degradation detected,false
5303,WARNING,78.89,HEALTHY,Multi-factor degradation detected,false
5304,WARNING,78.50,HEALTHY,Multi-factor degradation detected,false
5305,WARNING,76.40,HEALTHY,Multi-factor degradation detected,false
5306,WARNING,75.81,HEALTHY,Critical tool wear (201min),false
5307,WARNING,75.21,HEALTHY,Critical tool wear (206min),false
5308,WARNING,74.69,HEALTHY,Critical tool wear (211min),false
5309,WARNING,75.65,HEALTHY,Critical tool wear (213min),false
5310,FAILURE_CONFIRMED,73.73,HEALTHY,Critical tool wear (215min),true
5311,WARNING,95.60,HEALTHY,Multi-factor degradation detected,false
5312,WARNING,93.84,HEALTHY,Multi-factor degradation detected,false
5313,WARNING,87.47,HEALTHY,Multi-factor degradation detected,false
5314,WARNING,94.14,HEALTHY,Multi-factor degradation detected,false
5315,WARNING,92.50,HEALTHY,Multi-factor degradation detected,false
5316,WARNING,92.02,HEALTHY,Multi-factor degradation detected,false
5317,WARNING,94.29,HEALTHY,Multi-factor degradation detected,false
5318,WARNING,94.30,HEALTHY,Multi-factor degradation detected,false
5319,WARNING,95.90,HEALTHY,Multi-factor degradation detected,false
5320,WARNING,94.36,HEALTHY,Multi-factor degradation detected,false
5321,WARNING,94.60,HEALTHY,Multi-factor degradation detected,false
5322,WARNING,94.05,HEALTHY,Multi-factor degradation detected,false
5323,WARNING,89.66,HEALTHY,Multi-factor degradation detected,false
5324,WARNING,94.24,HEALTHY,Multi-factor degradation detected,false
5325,WARNING,94.10,HEALTHY,Multi-factor degradation detected,false
5326,WARNING,93.65,HEALTHY,Multi-factor degradation detected,false
5327,WARNING,94.10,HEALTHY,Multi-factor degradation detected,false
5328,WARNING,84.94,HEALTHY,Rotational speed anomaly (2116rpm),false
5329,WARNING,95.69,HEALTHY,Multi-factor degradation detected,false
5330,WARNING,94.16,HEALTHY,Multi-factor degradation detected,false
5331,WARNING,93.57,HEALTHY,Multi-factor degradation detected,false
5332,WARNING,94.85,HEALTHY,Multi-factor degradation detected,false
5333,WARNING,93.19,HEALTHY,Multi-factor degradation detected,false
5334,WARNING,91.72,HEALTHY,Multi-factor degradation detected,false
5335,FAILURE_CONFIRMED,81.52,HEALTHY,Rotational speed anomaly (2706rpm),true
5336,WARNING,92.92,HEALTHY,Multi-factor degradation detected,false
5337,WARNING,91.04,HEALTHY,Multi-factor degradation detected,false
5338,WARNING,91.97,HEALTHY,Multi-factor degradation detected,false
5339,WARNING,89.95,HEALTHY,Multi-factor degradation detected,false
5340,WARNING,89.31,HEALTHY,Multi-factor degradation detected,false
5341,WARNING,88.47,HEALTHY,Multi-factor degradation detected,false
5342,WARNING,83.62,HEALTHY,Multi-factor degradation detected,false
5343,WARNING,87.66,HEALTHY,Multi-factor degradation detected,false
5344,WARNING,88.47,HEALTHY,Multi-factor degradation detected,false
5345,WARNING,86.20,HEALTHY,Multi-factor degradation detected,false
5346,WARNING,87.77,HEALTHY,Multi-factor degradation detected,false
5347,WARNING,87.51,HEALTHY,Multi-factor degradation detected,false
5348,WARNING,77.62,HEALTHY,Multi-factor degradation detected,false
5349,WARNING,85.60,HEALTHY,Multi-factor degradation detected,false
5350,WARNING,85.09,HEALTHY,Multi-factor degradation detected,false
5351,WARNING,85.90,HEALTHY,Multi-factor degradation detected,false
5352,WARNING,83.98,HEALTHY,Multi-factor degradation detected,false
5353,WARNING,84.85,HEALTHY,Multi-factor degradation detected,false
5354,WARNING,82.99,HEALTHY,Multi-factor degradation detected,false
5355,WARNING,84.05,HEALTHY,Multi-factor degradation detected,false
5356,WARNING,81.94,HEALTHY,Multi-factor degradation detected,false
5357,WARNING,80.87,HEALTHY,Multi-factor degradation detected,false
5358,WARNING,73.48,HEALTHY,Multi-factor degradation detected,false
5359,WARNING,73.52,HEALTHY,Multi-factor degradation detected,false
5360,WARNING,79.26,HEALTHY,Multi-factor degradation detected,false
5361,WARNING,80.25,HEALTHY,Multi-factor degradation detected,false
5362,WARNING,78.07,HEALTHY,Multi-factor degradation detected,false
5363,WARNING,71.79,HEALTHY,Multi-factor degradation detected,false
5364,WARNING,79.29,HEALTHY,Multi-factor degradation detected,false
5365,WARNING,78.90,HEALTHY,Multi-factor degradation detected,false
5366,WARNING,87.35,HEALTHY,Multi-factor degradation detected,false
5367,WARNING,87.00,HEALTHY,Multi-factor degradation detected,false
5368,WARNING,82.18,HEALTHY,Multi-factor degradation detected,false
5369,WARNING,83.76,HEALTHY,Multi-factor degradation detected,false
5370,WARNING,85.16,HEALTHY,Multi-factor degradation detected,false
5371,WARNING,84.33,HEALTHY,Multi-factor degradation detected,false
5372,WARNING,81.95,HEALTHY,Multi-factor degradation detected,false
5373,WARNING,81.71,HEALTHY,Multi-factor degradation detected,false
5374,WARNING,74.24,HEALTHY,Multi-factor degradation detected,false
5375,WARNING,81.79,HEALTHY,Multi-factor degradation detected,false
5376,WARNING,80.18,HEALTHY,Multi-factor degradation detected,false
5377,WARNING,74.89,HEALTHY,Multi-factor degradation detected,false
5378,WARNING,69.38,WARNING,Rotational speed anomaly (2030rpm),false
5379,WARNING,79.83,HEALTHY,Multi-factor degradation detected,false
5380,WARNING,79.48,HEALTHY,Multi-factor degradation detected,false
5381,WARNING,79.21,HEALTHY,Multi-factor degradation detected,false
5382,WARNING,76.58,HEALTHY,Multi-factor degradation detected,false
5383,WARNING,77.03,HEALTHY,Critical tool wear (202min),false
5384,WARNING,78.16,HEALTHY,Critical tool wear (204min),false
5385,WARNING,76.35,HEALTHY,Critical tool wear (206min),false
5386,WARNING,73.31,HEALTHY,Critical tool wear (209min),false
5387,WARNING,76.40,HEALTHY,Critical tool wear (214min),false
5388,WARNING,74.22,HEALTHY,Critical tool wear (216min),false
5389,WARNING,73.96,HEALTHY,Critical tool wear (218min),false
5390,WARNING,73.42,HEALTHY,Critical tool wear (221min),false
5391,WARNING,73.31,HEALTHY,Critical tool wear (223min),false
5392,WARNING,72.73,HEALTHY,Critical tool wear (228min),false
5393,WARNING,73.65,HEALTHY,Critical tool wear (230min),false
5394,WARNING,73.26,HEALTHY,Critical tool wear (232min),false
5395,FAILURE_CONFIRMED,62.49,WARNING,Critical tool wear (234min),true
5396,WARNING,72.35,HEALTHY,Critical tool wear (237min),false
5397,WARNING,72.00,HEALTHY,Critical tool wear (239min),false
5398,CRITICAL,71.69,HEALTHY,Critical tool wear (241min),false
5399,CRITICAL,62.66,WARNING,Critical tool wear (244min),false
5400,FAILURE_CONFIRMED,68.42,WARNING,Critical tool wear (246min),true
5401,FAILURE_CONFIRMED,68.68,WARNING,Critical tool wear (251min),true
5402,FAILURE_CONFIRMED,67.63,WARNING,Critical tool wear (253min),true
5403,WARNING,94.72,HEALTHY,Multi-factor degradation detected,false
5404,WARNING,91.99,HEALTHY,Multi-factor degradation detected,false
5405,WARNING,94.90,HEALTHY,Multi-factor degradation detected,false
5406,WARNING,94.66,HEALTHY,Multi-factor degradation detected,false
5407,WARNING,94.78,HEALTHY,Multi-factor degradation detected,false
5408,WARNING,87.86,HEALTHY,Multi-factor degradation detected,false
5409,WARNING,94.92,HEALTHY,Multi-factor degradation detected,false
5410,WARNING,96.38,HEALTHY,Multi-factor degradation detected,false
5411,WARNING,94.28,HEALTHY,Multi-factor degradation detected,false
5412,WARNING,96.25,HEALTHY,Multi-factor degradation detected,false
5413,WARNING,89.95,HEALTHY,Multi-factor degradation detected,false
5414,WARNING,96.34,HEALTHY,Multi-factor degradation detected,false
5415,WARNING,95.12,HEALTHY,Multi-factor degradation detected,false
5416,WARNING,94.51,HEALTHY,Multi-factor degradation detected,false
5417,WARNING,94.62,HEALTHY,Multi-factor degradation detected,false
5418,WARNING,95.07,HEALTHY,Multi-factor degradation detected,false
5419,WARNING,96.42,HEALTHY,Multi-factor degradation detected,false
5420,WARNING,94.16,HEALTHY,Multi-factor degradation detected,false
5421,WARNING,95.11,HEALTHY,Multi-factor degradation detected,false
5422,WARNING,96.46,HEALTHY,Multi-factor degradation detected,false
5423,WARNING,96.38,HEALTHY,Multi-factor degradation detected,false
5424,WARNING,94.46,HEALTHY,Multi-factor degradation detected,false
5425,WARNING,94.49,HEALTHY,Multi-factor degradation detected,false
5426,WARNING,91.64,HEALTHY,Multi-factor degradation detected,false
5427,WARNING,95.06,HEALTHY,Multi-factor degradation detected,false
5428,WARNING,92.51,HEALTHY,Multi-factor degradation detected,false
5429,WARNING,92.74,HEALTHY,Multi-factor degradation detected,false
5430,WARNING,92.55,HEALTHY,Multi-factor degradation detected,false
5431,WARNING,91.41,HEALTHY,Multi-factor degradation detected,false
5432,WARNING,93.14,HEALTHY,Multi-factor degradation detected,false
5433,WARNING,91.43,HEALTHY,Multi-factor degradation detected,false
5434,WARNING,91.08,HEALTHY,Multi-factor degradation detected,false
5435,WARNING,90.21,HEALTHY,Multi-factor degradation detected,false
5436,WARNING,91.64,HEALTHY,Multi-factor degradation detected,false
5437,WARNING,89.40,HEALTHY,Multi-factor degradation detected,false
5438,WARNING,89.17,HEALTHY,Multi-factor degradation detected,false
5439,WARNING,88.50,HEALTHY,Multi-factor degradation detected,false
5440,WARNING,87.90,HEALTHY,Multi-factor degradation detected,false
5441,WARNING,87.49,HEALTHY,Multi-factor degradation detected,false
5442,WARNING,88.45,HEALTHY,Multi-factor degradation detected,false
5443,WARNING,85.74,HEALTHY,Multi-factor degradation detected,false
5444,WARNING,86.06,HEALTHY,Multi-factor degradation detected,false
5445,WARNING,76.23,HEALTHY,Rotational speed anomaly (2024rpm),false
5446,WARNING,85.01,HEALTHY,Multi-factor degradation detected,false
5447,WARNING,86.01,HEALTHY,Multi-factor degradation detected,false
5448,WARNING,85.70,HEALTHY,Multi-factor degradation detected,false
5449,WARNING,85.44,HEALTHY,Multi-factor degradation detected,false
5450,WARNING,73.76,HEALTHY,Rotational speed anomaly (2329rpm),false
5451,WARNING,84.65,HEALTHY,Multi-factor degradation detected,false
5452,WARNING,82.14,HEALTHY,Multi-factor degradation detected,false
5453,WARNING,83.51,HEALTHY,Multi-factor degradation detected,false
5454,WARNING,83.02,HEALTHY,Multi-factor degradation detected,false
5455,WARNING,82.71,HEALTHY,Multi-factor degradation detected,false
5456,WARNING,73.94,HEALTHY,Multi-factor degradation detected,false
5457,WARNING,80.24,HEALTHY,Multi-factor degradation detected,false
5458,WARNING,79.90,HEALTHY,Multi-factor degradation detected,false
5459,WARNING,80.70,HEALTHY,Multi-factor degradation detected,false
5460,WARNING,78.62,HEALTHY,Multi-factor degradation detected,false
5461,WARNING,80.12,HEALTHY,Multi-factor degradation detected,false
5462,WARNING,77.55,HEALTHY,Multi-factor degradation detected,false
5463,WARNING,70.85,HEALTHY,Multi-factor degradation detected,false
5464,WARNING,86.25,HEALTHY,Multi-factor degradation detected,false
5465,WARNING,85.69,HEALTHY,Multi-factor degradation detected,false
5466,WARNING,84.84,HEALTHY,Multi-factor degradation detected,false
5467,WARNING,86.34,HEALTHY,Multi-factor degradation detected,false
5468,WARNING,83.73,HEALTHY,Multi-factor degradation detected,false
5469,WARNING,81.93,HEALTHY,Multi-factor degradation detected,false
5470,WARNING,85.25,HEALTHY,Multi-factor degradation detected,false
5471,WARNING,84.73,HEALTHY,Multi-factor degradation detected,false
5472,FAILURE_CONFIRMED,76.51,HEALTHY,Multi-factor degradation detected,true
5473,WARNING,77.51,HEALTHY,Multi-factor degradation detected,false
5474,WARNING,81.40,HEALTHY,Multi-factor degradation detected,false
5475,WARNING,81.70,HEALTHY,Multi-factor degradation detected,false
5476,WARNING,81.15,HEALTHY,Multi-factor degradation detected,false
5477,WARNING,82.36,HEALTHY,Multi-factor degradation detected,false
5478,WARNING,77.79,HEALTHY,Multi-factor degradation detected,false
5479,WARNING,80.04,HEALTHY,Multi-factor degradation detected,false
5480,WARNING,79.47,HEALTHY,Multi-factor degradation detected,false
5481,WARNING,80.56,HEALTHY,Multi-factor degradation detected,false
5482,WARNING,75.97,HEALTHY,Multi-factor degradation detected,false
5483,WARNING,75.37,HEALTHY,Multi-factor degradation detected,false
5484,WARNING,68.29,WARNING,Multi-factor degradation detected,false
5485,WARNING,74.26,HEALTHY,Critical tool wear (203min),false
5486,WARNING,75.99,HEALTHY,Critical tool wear (206min),false
5487,WARNING,77.60,HEALTHY,Critical tool wear (208min),false
5488,WARNING,77.29,HEALTHY,Critical tool wear (210min),false
5489,FAILURE_CONFIRMED,74.54,HEALTHY,Critical tool wear (213min),true
5490,FAILURE_CONFIRMED,75.16,HEALTHY,Critical tool wear (215min),true
5491,FAILURE_CONFIRMED,86.44,HEALTHY,Multi-factor degradation detected,true
5492,WARNING,90.20,HEALTHY,Multi-factor degradation detected,false
5493,WARNING,94.29,HEALTHY,Multi-factor degradation detected,false
5494,WARNING,90.08,HEALTHY,Multi-factor degradation detected,false
5495,WARNING,94.51,HEALTHY,Multi-factor degradation detected,false
5496,FAILURE_CONFIRMED,89.99,HEALTHY,Multi-factor degradation detected,true
5497,WARNING,87.82,HEALTHY,Multi-factor degradation detected,false
5498,WARNING,96.24,HEALTHY,Multi-factor degradation detected,false
5499,WARNING,87.88,HEALTHY,Multi-factor degradation detected,false
5500,WARNING,94.60,HEALTHY,Multi-factor degradation detected,false
5501,WARNING,96.49,HEALTHY,Multi-factor degradation detected,false
5502,WARNING,96.49,HEALTHY,Multi-factor degradation detected,false
5503,WARNING,94.37,HEALTHY,Multi-factor degradation detected,false
5505,WARNING,94.40,HEALTHY,Multi-factor degradation detected,false
5506,WARNING,92.56,HEALTHY,Multi-factor degradation detected,false
5507,WARNING,94.54,HEALTHY,Multi-factor degradation detected,false
5508,WARNING,96.44,HEALTHY,Multi-factor degradation detected,false
5509,WARNING,90.10,HEALTHY,Multi-factor degradation detected,false
5510,FAILURE_CONFIRMED,96.05,HEALTHY,Multi-factor degradation detected,true
5511,WARNING,93.69,HEALTHY,Multi-factor degradation detected,false
5512,WARNING,86.86,HEALTHY,Multi-factor degradation detected,false
5513,WARNING,93.24,HEALTHY,Multi-factor degradation detected,false
5514,WARNING,92.74,HEALTHY,Multi-factor degradation detected,false
5544,WARNING,73.47,HEALTHY,Multi-factor degradation detected,false
5554,FAILURE_CONFIRMED,77.81,HEALTHY,Multi-factor degradation detected,true
5558,WARNING,81.92,HEALTHY,Multi-factor degradation detected,false
5559,WARNING,81.44,HEALTHY,Multi-factor degradation detected,false
5560,WARNING,81.05,HEALTHY,Multi-factor degradation detected,false
5561,WARNING,80.61,HEALTHY,Multi-factor degradation detected,false
5562,WARNING,78.97,HEALTHY,Multi-factor degradation detected,false
5563,WARNING,78.25,HEALTHY,Multi-factor degradation detected,false
5564,WARNING,77.82,HEALTHY,Multi-factor degradation detected,false
5565,WARNING,77.51,HEALTHY,Critical tool wear (202min),false
5566,WARNING,76.63,HEALTHY,Critical tool wear (204min),false
5567,WARNING,76.81,HEALTHY,Critical tool wear (206min),false
5569,WARNING,96.59,HEALTHY,Multi-factor degradation detected,false
5571,WARNING,95.05,HEALTHY,Multi-factor degradation detected,false
5574,WARNING,92.47,HEALTHY,Multi-factor degradation detected,false
5578,WARNING,96.64,HEALTHY,Multi-factor degradation detected,false
5579,WARNING,96.55,HEALTHY,Multi-factor degradation detected,false
5580,WARNING,94.26,HEALTHY,Multi-factor degradation detected,false
5581,WARNING,96.50,HEALTHY,Multi-factor degradation detected,false
5582,WARNING,95.01,HEALTHY,Multi-factor degradation detected,false
5590,WARNING,87.68,HEALTHY,Multi-factor degradation detected,false
5591,WARNING,88.66,HEALTHY,Multi-factor degradation detected,false
5599,WARNING,89.22,HEALTHY,Multi-factor degradation detected,false
5601,WARNING,90.49,HEALTHY,Multi-factor degradation detected,false
5602,WARNING,88.66,HEALTHY,Multi-factor degradation detected,false
5603,WARNING,87.28,HEALTHY,Multi-factor degradation detected,false
5604,WARNING,83.10,HEALTHY,Multi-factor degradation detected,false
5605,WARNING,89.00,HEALTHY,Multi-factor degradation detected,false
5606,WARNING,88.65,HEALTHY,Multi-factor degradation detected,false
5607,WARNING,80.46,HEALTHY,Multi-factor degradation detected,false
5608,WARNING,83.88,HEALTHY,Multi-factor degradation detected,false
5609,WARNING,85.61,HEALTHY,Multi-factor degradation detected,false
5610,WARNING,84.84,HEALTHY,Multi-factor degradation detected,false
5611,WARNING,86.20,HEALTHY,Multi-factor degradation detected,false
5612,WARNING,84.00,HEALTHY,Multi-factor degradation detected,false
5613,WARNING,85.41,HEALTHY,Multi-factor degradation detected,false
5614,WARNING,85.06,HEALTHY,Multi-factor degradation detected,false
5615,WARNING,82.55,HEALTHY,Multi-factor degradation detected,false
5616,FAILURE_CONFIRMED,73.16,HEALTHY,Multi-factor degradation detected,true
5617,WARNING,83.14,HEALTHY,Multi-factor degradation detected,false
5618,FAILURE_CONFIRMED,75.01,HEALTHY,Multi-factor degradation detected,true
5619,WARNING,80.48,HEALTHY,Multi-factor degradation detected,false
5620,WARNING,73.47,HEALTHY,Multi-factor degradation detected,false
5621,WARNING,81.56,HEALTHY,Multi-factor degradation detected,false
5622,WARNING,77.35,HEALTHY,Multi-factor degradation detected,false
5623,WARNING,80.78,HEALTHY,Multi-factor degradation detected,false
5624,WARNING,80.39,HEALTHY,Multi-factor degradation detected,false
5625,WARNING,80.12,HEALTHY,Multi-factor degradation detected,false
5626,WARNING,71.85,HEALTHY,Multi-factor degradation detected,false
5627,WARNING,77.77,HEALTHY,Multi-factor degradation detected,false
5628,WARNING,87.21,HEALTHY,Multi-factor degradation detected,false
5629,WARNING,85.24,HEALTHY,Multi-factor degradation detected,false
5630,WARNING,84.43,HEALTHY,Multi-factor degradation detected,false
5631,WARNING,84.56,HEALTHY,Multi-factor degradation detected,false
5632,WARNING,85.55,HEALTHY,Multi-factor degradation detected,false
5633,WARNING,83.03,HEALTHY,Multi-factor degradation detected,false
5634,WARNING,83.34,HEALTHY,Multi-factor degradation detected,false
5635,WARNING,78.35,HEALTHY,Multi-factor degradation detected,false
5636,WARNING,82.57,HEALTHY,Multi-factor degradation detected,false
5639,WARNING,82.89,HEALTHY,Multi-factor degradation detected,false
5640,FAILURE_CONFIRMED,80.50,HEALTHY,Multi-factor degradation detected,true
5641,WARNING,80.11,HEALTHY,Multi-factor degradation detected,false
5642,WARNING,81.84,HEALTHY,Multi-factor degradation detected,false
5643,WARNING,81.58,HEALTHY,Multi-factor degradation detected,false
5644,WARNING,81.22,HEALTHY,Multi-factor degradation detected,false
5645,WARNING,78.84,HEALTHY,Multi-factor degradation detected,false
5646,WARNING,78.58,HEALTHY,Multi-factor degradation detected,false
5647,WARNING,80.12,HEALTHY,Multi-factor degradation detected,false
5648,WARNING,68.24,WARNING,Rotational speed anomaly (2370rpm),false
5649,WARNING,78.64,HEALTHY,Critical tool wear (203min),false
5650,WARNING,76.21,HEALTHY,Critical tool wear (205min),false
5651,WARNING,76.31,HEALTHY,Critical tool wear (208min),false
5652,WARNING,76.04,HEALTHY,Critical tool wear (210min),false
5653,WARNING,73.08,HEALTHY,Critical tool wear (213min),false
5654,WARNING,76.66,HEALTHY,Critical tool wear (215min),false
5659,WARNING,90.75,HEALTHY,Multi-factor degradation detected,false
5692,WARNING,81.75,HEALTHY,Multi-factor degradation detected,false
5693,WARNING,81.36,HEALTHY,Multi-factor degradation detected,false
5699,WARNING,76.73,HEALTHY,Multi-factor degradation detected,false
5707,FAILURE_CONFIRMED,70.86,HEALTHY,Multi-factor degradation detected,true
5725,WARNING,80.36,HEALTHY,Multi-factor degradation detected,false
5726,WARNING,80.56,HEALTHY,Multi-factor degradation detected,false
5727,WARNING,79.43,HEALTHY,Multi-factor degradation detected,false
5728,WARNING,79.55,HEALTHY,Multi-factor degradation detected,false
5729,WARNING,78.84,HEALTHY,Multi-factor degradation detected,false
5730,WARNING,79.82,HEALTHY,Multi-factor degradation detected,false
5731,WARNING,75.10,HEALTHY,Multi-factor degradation detected,false
5732,WARNING,70.81,HEALTHY,Critical tool wear (202min),false
5733,WARNING,78.69,HEALTHY,Critical tool wear (204min),false
5734,WARNING,78.25,HEALTHY,Critical tool wear (206min),false
5735,FAILURE_CONFIRMED,71.65,HEALTHY,Critical tool wear (208min),true
5736,WARNING,75.64,HEALTHY,Critical tool wear (210min),false
5737,WARNING,77.11,HEALTHY,Critical tool wear (212min),false
5738,WARNING,76.67,HEALTHY,Critical tool wear (215min),false
5750,WARNING,89.05,HEALTHY,Multi-factor degradation detected,false
5758,WARNING,89.71,HEALTHY,Multi-factor degradation detected,false
5797,WARNING,81.31,HEALTHY,Multi-factor degradation detected,false
5809,WARNING,79.19,HEALTHY,Multi-factor degradation detected,false
5810,WARNING,82.90,HEALTHY,Multi-factor degradation detected,false
5811,WARNING,73.81,HEALTHY,Multi-factor degradation detected,false
